DeployDate,DeployTime,RetrieveDate,RetrieveTime,TrapNumber,Species,Sex,CWid_LR_mm,CLeng_AP_mm,Weight_lb,Weight_calc_kg,Keep_Release_Dead,Tag_YNNew,Tag_Num,Notes
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T6,Scylla_serrata,M,173,121,3.0,1.3,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T6,Scylla_serrata,F,111,80,0.6,0.3,Release,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T6,Scylla_serrata,F,165,115,2.7,1.2,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T6,Scylla_serrata,M,178,126,3.6,1.6,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T6,Scylla_serrata,M,174,119,3.1,1.4,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T6,Scylla_serrata,M,176,122,3.2,1.4,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T6,Scylla_serrata,M,168,115,2.2,1.0,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T6,Scylla_serrata,M,83,58,0.3,0.1,Release,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T3,Scylla_serrata,M,167,114,2.7,1.2,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T3,Scylla_serrata,M,186,127,3.8,1.7,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T3,Scylla_serrata,M,170,119,na,na,Dead,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T3,Scylla_serrata,NA,100,na,na,na,Dead,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T3,Scylla_serrata,M,110,79,0.7,0.3,Release,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T2,Scylla_serrata,M,157,108,2.2,1.0,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T2,Scylla_serrata,M,179,123,3.9,1.8,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T1,Scylla_serrata,M,156,106,1.9,0.9,Release,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T1,Scylla_serrata,F,175,121,2.0,0.9,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T5,Scylla_serrata,M,161,110,2.1,1.0,Release,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T5,Scylla_serrata,M,181,124,3.4,1.6,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T5,Scylla_serrata,M,167,115,2.8,1.3,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T5,Scylla_serrata,M,112,77,na,na,Release,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T5,Scylla_serrata,M,194,130,4.1,1.9,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T4,Scylla_serrata,F,200,141,2.8,1.3,Keep,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T4,Scylla_serrata,F,153,107,1.4,0.6,Release,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T4,Scylla_serrata,M,145,100,1.5,0.7,Release,No,na,
6-Mar-2017,4:15 PM,7-Mar-2017,7:25 AM,T4,Scylla_serrata,M,173,120,3.2,1.5,Keep,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T1,Scylla_serrata,M,178,118,3.1,1.4,Keep,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T4,Scylla_serrata,M,181,126,3.4,1.6,Keep,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T2,Scylla_serrata,M,158,109,2.6,1.2,Keep,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T2,Scylla_serrata,M,151,104,1.8,0.8,Release,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T2,Scylla_serrata,M,173,122,3.2,1.4,Keep,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T5,Scylla_serrata,M,183,127,3.4,1.5,Keep,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T5,Scylla_serrata,M,175,na,na,na,Dead,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T5,Scylla_serrata,M,90,64,0.3,0.1,Release,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T6,Scylla_serrata,M,169,111,2.9,1.3,Keep,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T6,Scylla_serrata,M,174,117,2.5,1.1,Keep,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T6,Scylla_serrata,M,151,113,2.4,1.1,Keep,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T6,Scylla_serrata,F,123,86,0.7,0.3,Release,No,na,Missing left cheliped
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T6,Scylla_serrata,M,105,73,0.5,0.2,Release,No,na,
23-Mar-2017,7:00 AM,24-Mar-2017,8:10 AM,T6,Scylla_serrata,NA,140,na,na,na,Dead,No,na,Missing telson
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T4,Scylla_serrata,M,145,101,1.6,0.7,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T4,Scylla_serrata,M,174,118,3.1,1.4,Keep,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T4,Scylla_serrata,M,176,20,3.2,1.5,Keep,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T4,Scylla_serrata,M,170,117,3.1,1.4,Keep,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T4,Scylla_serrata,F,127,90,0.9,0.4,Release,No,na,Missing L chela
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T4,Scylla_serrata,M,143,97,1.5,0.7,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T4,Scylla_serrata,M,121,82,0.8,0.4,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T4,Scylla_serrata,M,101,74,0.6,0.3,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T1,Scylla_serrata,M,160,111,2.0,0.0,Keep,No,na,"Missing L3, R3"
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T1,Scylla_serrata,F,147,102,1.3,0.6,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T1,Scylla_serrata,M,146,103,1.6,0.7,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T1,Scylla_serrata,M,146,103,2.0,0.9,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T1,Scylla_serrata,M,179,129,4.1,1.9,Keep,No,na,Missing L2
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T1,Scylla_serrata,M,173,120,2.9,1.3,Keep,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T2,Scylla_serrata,M,173,123,2.9,1.3,Keep,No,na,Missing L5
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T2,Scylla_serrata,M,164,114,2.6,1.2,Keep,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T2,Scylla_serrata,F,158,121,1.6,0.7,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T2,Scylla_serrata,M,101,60.5,0.5,0.2,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T6,Scylla_serrata,F,177,124,2.1,1.0,Keep,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T6,Scylla_serrata,M,168,115,2.7,1.2,Keep,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T6,Scylla_serrata,M,157,110,2.2,1.0,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T6,Scylla_serrata,F,160,113,1.5,0.7,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T6,Scylla_serrata,F,126,89,0.7,0.3,Release,No,na,Missing R1
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T5,Scylla_serrata,M,178,123,3.5,1.6,Keep,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T5,Scylla_serrata,M,168,116,2.7,1.2,Keep,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T5,Scylla_serrata,F,162,110,1.4,0.6,Release,No,na,Missing L1
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T5,Scylla_serrata,FJ,100,68,0.4,0.2,Release,No,na,Missing L1
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T5,Scylla_serrata,M,149,103,1.5,0.7,Release,No,na,
4-Apr-2017,1:30 PM,5-Apr-2017,3:38 PM,T5,Scylla_serrata,M,187,129,3.8,1.7,Keep,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T3,Scylla_serrata,M,na,na,na,na,Dead,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T3,Scylla_serrata,M,163,NA,2.7,1.2,Keep,No,na,Punctured
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T3,Scylla_serrata,M,183,na,3.8,1.7,Keep,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T6,Scylla_serrata,na,na,na,na,na,Dead,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T6,Scylla_serrata,FJ,109,77,0.5,0.2,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T6,Scylla_serrata,M,148,na,1.2,0.5,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T6,Scylla_serrata,FJ,96,65,0.3,0.1,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T6,Scylla_serrata,F,162,115,1.5,0.7,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T7,Scylla_serrata,M,148,na,1.4,0.6,Release,No,na,"Miss R claw, R1"
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T7,Scylla_serrata,F,151,106,1.0,0.5,Release,No,na,"Miss R claw, R1, R2, L claw"
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T7,Scylla_serrata,M,141,na,1.0,0.4,Release,No,na,"Miss R claw, R4, L4, L swim"
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T7,Scylla_serrata,M,141,na,1.3,0.6,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T7,Scylla_serrata,M,189,na,3.9,1.7,Keep,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T4,Scylla_serrata,M,149,na,1.7,0.7,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T4,Scylla_serrata,M,87,na,0.3,0.1,Release,No,na,Dropped R claw but was measured
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T4,Scylla_serrata,M,96,na,0.3,0.2,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T4,Scylla_serrata,M,84,na,0.3,0.1,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T2,Scylla_serrata,M,120,na,0.7,0.3,Release,No,na,Miss part claw
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T2,Scylla_serrata,M,106,na,0.5,0.2,Release,No,na,Miss L swim
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T1,Scylla_serrata,M,83,58,na,0.0,Release,No,na,"Miss R claw, L1, L4"
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T1,Scylla_serrata,F,110,77,0.4,0.2,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T1,Scylla_serrata,M,94,na,0.3,0.1,Release,No,na,Drop R claw
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T1,Scylla_serrata,M,94,na,0.3,0.1,Release,No,na,Drop R claw
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T1,Scylla_serrata,F,120,84,0.7,0.3,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T1,Scylla_serrata,M,152,na,1.7,0.8,Release,No,na,
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T5,Scylla_serrata,M,148,na,1.3,0.6,Release,No,na,Miss R claw
8-May-2017,1:00 PM,9-May-2017,1:09 PM,T5,Scylla_serrata,M,172,na,3.4,1.5,Keep,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T7,Scylla_serrata,M,173,na,3.2,1.5,Keep,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T5,Scylla_serrata,M,168,na,na,na,Dead,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T5,Scylla_serrata,M,166,na,3.2,1.5,Keep,No,na,Miss top R claw
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T5,Scylla_serrata,M,182,na,4.0,1.8,Keep,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T5,Scylla_serrata,M,186,na,3.5,1.6,Keep,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T5,Scylla_serrata,M,128,na,1.0,0.4,Release,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T5,Scylla_serrata,M,126,na,0.9,0.4,Release,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T5,Scylla_serrata,F,114,80,0.6,0.3,Release,No,na,"Drop L claw, measured"
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T1,Scylla_serrata,M,156,na,2.1,0.9,Keep,No,na,Miss top R claw
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T1,Scylla_serrata,M,191,na,4.5,2.0,Keep,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T1,Scylla_serrata,M,151,na,1.8,0.8,Release,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T1,Scylla_serrata,M,183,na,3.3,1.5,Keep,No,na,Miss L1
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T6,Scylla_serrata,M,170,na,3.0,1.4,Keep,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T6,Scylla_serrata,M,166,na,2.9,1.3,Keep,No,na,Purple
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T6,Scylla_serrata,M,182,na,3.7,1.7,Keep,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T6,Scylla_serrata,M,168,na,1.7,0.8,Release,No,na,"Miss R claw,  R swim, L claw, L1"
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T3,Scylla_serrata,M,140,na,1.1,0.5,Release,No,na,Miss R claw
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T3,Scylla_serrata,M,139,na,1.3,0.6,Release,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T2,Scylla_serrata,F,168,119,2.0,0.9,Release,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T2,Scylla_serrata,M,180,na,4.0,1.8,Keep,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T2,Scylla_serrata,F,142,100,1.0,0.5,Release,No,na,Miss R claw
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T4,Scylla_serrata,M,100,na,0.4,0.2,Release,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T4,Scylla_serrata,M,99,na,0.4,0.2,Release,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T4,Scylla_serrata,M,135,na,1.4,0.6,Release,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T4,Scylla_serrata,M,125,na,0.6,0.3,Release,No,na,
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T4,Scylla_serrata,M,105,na,0.5,0.2,Release,No,na,"Miss R claw, L claw"
9-May-2017,2:15 PM,10-May-2017,11:30 AM,T4,Scylla_serrata,M,126,na,1.0,0.5,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T5,Scylla_serrata,M,93,63,0.3,0.1,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T5,Scylla_serrata,na,na,na,na,na,Release,No,na,"Escapee, lost over deck"
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T5,Scylla_serrata,M,120,80,0.5,0.2,Release,No,na,Miss L claw
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T5,Scylla_serrata,M,166,117,1.4,0.6,Keep,No,na,"Keep, no sale because no claws, no L swim, no L4"
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T5,Scylla_serrata,M,145,na,1.2,0.5,Release,No,na,No R claw
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T5,Scylla_serrata,F,125,88,0.8,0.4,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T5,Scylla_serrata,M,179,na,3.6,1.6,Keep,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T1,Scylla_serrata,M,162,na,2.2,1.0,Release,No,na,"Miss L3, L swim, R2, R3, swim"
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T1,Scylla_serrata,M,154,na,2.0,0.9,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T1,Scylla_serrata,M,142,na,1.4,0.6,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T6,Scylla_serrata,M,160,na,2.1,1.0,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T6,Scylla_serrata,M,164,na,2.2,1.0,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T6,Scylla_serrata,M,178,na,1.9,0.9,Release,No,na,No R swim claw
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T2,Scylla_serrata,F,104,71,0.4,0.2,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T2,Scylla_serrata,M,173,na,2.5,1.1,Release,No,na,No L claw; was originally keep but not heavy enough
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T2,Scylla_serrata,M,162,na,2.3,1.0,Keep,No,na,Died during handling
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T2,Scylla_serrata,M,168,na,3.0,1.4,Keep,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T2,Scylla_serrata,M,196,na,4.5,2.0,Keep,No,na,Miss L2
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T7,Scylla_serrata,M,102,na,0.4,0.2,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T7,Scylla_serrata,M,99,na,0.3,0.1,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T7,Scylla_serrata,M,134,na,1.0,0.5,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T7,Scylla_serrata,F,152,112,1.5,0.7,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T7,Scylla_serrata,M,157,na,2.0,0.9,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T3,Scylla_serrata,F,173,119,1.9,0.9,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T3,Scylla_serrata,M,161,na,2.1,1.0,Release,No,na,No R3
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T3,Scylla_serrata,M,151,na,1.9,0.9,Release,No,na,
13-Jun-2017,9:00 AM,14-Jun-2017,8:07 AM,T3,Scylla_serrata,F,114,80,0.5,0.2,Release,No,na,
14-Jun-2017,9:55 AM,15-Jun-2017,7:43 AM,T7,Scylla_serrata,M,134,na,1.0,0.5,Release,No,na,
14-Jun-2017,9:55 AM,15-Jun-2017,7:43 AM,T2,Scylla_serrata,M,116,82,0.5,0.2,Release,No,na,No claws L/R
14-Jun-2017,9:55 AM,15-Jun-2017,7:43 AM,T2,Scylla_serrata,M,96,67,0.3,0.1,Release,No,na,No R claw
14-Jun-2017,9:55 AM,15-Jun-2017,7:43 AM,T2,Scylla_serrata,M,105,75,0.5,0.2,Release,No,na,
14-Jun-2017,9:55 AM,15-Jun-2017,7:43 AM,T2,Scylla_serrata,M,158,na,2.1,1.0,Keep,No,na,
14-Jun-2017,9:55 AM,15-Jun-2017,7:43 AM,T3,Scylla_serrata,F,162,111,1.5,0.7,Release,No,na,
14-Jun-2017,9:55 AM,15-Jun-2017,7:43 AM,T3,Scylla_serrata,F,135,93,0.9,0.4,Release,No,na,
14-Jun-2017,9:55 AM,15-Jun-2017,7:43 AM,T3,Scylla_serrata,M,125,na,0.7,0.3,Release,No,na,
14-Jun-2017,9:55 AM,15-Jun-2017,7:43 AM,T3,Scylla_serrata,M,172,na,2.7,1.2,Keep,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T7,Scylla_serrata,F,117,88,0.6,0.3,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T7,Scylla_serrata,M,168,na,2.7,1.2,Release_wouldkeep,No,na,"ALL released, but ""would keep"" indicates crab would have been kept"
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T7,Scylla_serrata,M,158,na,1.8,0.8,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T7,Scylla_serrata,M,164,na,2.2,1.0,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T5,Scylla_serrata,M,99,68,0.4,0.2,Release,No,na,Rain
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T5,Scylla_serrata,M,145,na,1.5,0.7,Release,No,na,Miss R swim
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T5,Scylla_serrata,M,185,na,3.0,1.4,Release_wouldkeep,No,na,Miss R chel
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T5,Scylla_serrata,M,112,83,0.8,0.4,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T5,Scylla_serrata,M,116,82,0.6,0.3,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T5,Scylla_serrata,M,126,89,0.6,0.3,Release,No,na,Miss L chel
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T5,Scylla_serrata,F,140,98,1.1,0.5,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T5,Scylla_serrata,FJ,102,na,0.4,0.2,Release,No,na,"Hiding in trap. See photo, no setae on telson"
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T1,Scylla_serrata,M,159,na,2.3,1.0,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T1,Scylla_serrata,F,147,102,1.0,0.5,Release,No,na,Miss R chel
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T1,Scylla_serrata,M,na,107,na,na,Dead,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T1,Scylla_serrata,F,152,107,1.3,0.6,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T1,Scylla_serrata,M,170,118,2.8,1.3,Release_wouldkeep,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T1,Scylla_serrata,M,170,117,3.1,1.4,Release_wouldkeep,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T1,Scylla_serrata,M,128,92,0.9,0.4,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T1,Scylla_serrata,F,158,112,1.4,0.6,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T6,Scylla_serrata,M,136,96,1.2,0.5,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T6,Scylla_serrata,F,148,102,1.1,0.5,Release,No,na,Miss L2
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T6,Scylla_serrata,M,127,89,0.7,0.3,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T6,Scylla_serrata,F,114,89,0.5,0.2,Release,No,na,Miss R chel
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T6,Scylla_serrata,M,158,na,2.0,0.9,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T6,Scylla_serrata,F,112,80,0.4,0.2,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T3,Scylla_serrata,M,172,na,2.6,1.2,Release_wouldkeep,No,na,See photo of claw
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T3,Scylla_serrata,M,131,na,1.0,0.5,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T3,Scylla_serrata,M,149,na,1.6,0.7,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T3,Scylla_serrata,M,140,na,1.0,0.5,Release,No,na,Miss L chel
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T3,Scylla_serrata,F,162,112,1.2,0.5,Release,No,na,No chel
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T3,Scylla_serrata,M,197,136,4.8,2.2,Release_wouldkeep,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T2,Scylla_serrata,F,145,100,1.0,0.5,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T2,Scylla_serrata,M,91,62,0.3,0.1,Release,No,na,Small calipers
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T2,Scylla_serrata,na,111,74,0.4,0.2,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T2,Scylla_serrata,F,132,93,0.7,0.3,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T2,Scylla_serrata,F,146,101,1.1,0.5,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T2,Scylla_serrata,M,92,66,0.4,0.2,Release,No,na,
11-Jul-2017,3:00 PM,12-Jul-2017,2:00 PM,T2,Scylla_serrata,M,113,80,0.7,0.3,Release,No,na,
1-Aug-2017,1:30 PM,2-Aug-2017,12:47 PM,T2,Scylla_serrata,F,150,104,1.2,0.5,Release,No,na,Miss L chel
1-Aug-2017,1:30 PM,2-Aug-2017,12:47 PM,T2,Scylla_serrata,M,133,na,0.9,0.4,Release,No,na,"Miss L4, L5 swim"
1-Aug-2017,1:30 PM,2-Aug-2017,12:47 PM,T2,Scylla_serrata,M,113,na,0.6,0.3,Release,No,na,
1-Aug-2017,1:30 PM,2-Aug-2017,12:47 PM,T2,Scylla_serrata,M,112,na,0.7,0.3,Release,No,na,
1-Aug-2017,1:30 PM,2-Aug-2017,12:47 PM,T2,Scylla_serrata,M,96,na,0.3,0.1,Release,No,na,
1-Aug-2017,1:30 PM,2-Aug-2017,12:47 PM,T2,Scylla_serrata,M,120,na,0.6,0.3,Release,No,na,
1-Aug-2017,1:30 PM,2-Aug-2017,12:47 PM,T3,Scylla_serrata,M,154,na,2.0,0.9,Release,No,na,
